ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description
8.7.0,true,suricata,suricata.eve.host,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.http.content_range.end,long,extended,,,
8.7.0,true,suricata,suricata.eve.http.protocol,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.http.redirect,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.http.xff,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.http_content_type,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.http_request_body,text,extended,,,
8.7.0,true,suricata,suricata.eve.http_request_body_printable,text,extended,,,
8.7.0,true,suricata,suricata.eve.http_response_body,text,extended,,,
8.7.0,true,suricata,suricata.eve.http_response_body_printable,text,extended,,,
8.7.0,true,suricata,suricata.eve.in_iface,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.packet_info.linktype,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.payload,text,extended,,,
8.7.0,true,suricata,suricata.eve.payload_printable,text,extended,,,
8.7.0,true,suricata,suricata.eve.smb.client_dialects,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.smb.command,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.smb.dialect,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.smb.id,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.smb.server_guid,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.smb.session_id,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.smb.tree_id,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.smtp.helo,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.smtp.mail_from,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.smtp.rcpt_to,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.ssh.server.proto_version,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.ssh.server.software_version,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.stream,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.tls.fingerprint,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.tls.issuerdn,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.tls.ja3.hash,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.tls.ja3.string,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.tls.ja3s.hash,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.tls.ja3s.string,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.tls.notafter,date,extended,,,
8.7.0,true,suricata,suricata.eve.tls.notbefore,date,extended,,,
8.7.0,true,suricata,suricata.eve.tls.serial,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.tls.session_resumed,boolean,extended,,,
8.7.0,true,suricata,suricata.eve.tls.sni,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.tls.subject,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.tls.version,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.tx_id,long,extended,,,
8.7.0,true,system,system.auth.ssh.dropped_ip,ip,extended,,,The client IP from SSH connections that are open and immediately dropped.
8.7.0,true,system,system.auth.ssh.event,keyword,extended,,,"The SSH event as found in the logs (Accepted, Invalid, Failed, etc.)"
8.7.0,true,system,system.auth.ssh.method,keyword,extended,,,"The SSH authentication method. Can be one of ""password"" or ""publickey""."
8.7.0,true,system,system.auth.ssh.signature,keyword,extended,,,The signature of the client public key.
8.7.0,true,system,system.auth.sudo.command,keyword,extended,,,The command executed via sudo.
8.7.0,true,system,system.auth.sudo.error,keyword,extended,,,The error message in case the sudo command failed.
8.7.0,true,system,system.auth.sudo.pwd,keyword,extended,,,The current directory where the sudo command is executed.
8.7.0,true,system,system.auth.sudo.tty,keyword,extended,,,The TTY where the sudo command is executed.
8.7.0,true,system,system.auth.sudo.user,keyword,extended,,,The target user to which the sudo command is switching.
8.7.0,true,systemd,systemd.cgroup,keyword,extended,,,
8.7.0,true,systemd,systemd.custom,flattened,extended,,,
8.7.0,true,systemd,systemd.invocation_id,keyword,extended,,,
8.7.0,true,systemd,systemd.owner_uid,long,extended,,,
8.7.0,true,systemd,systemd.session,keyword,extended,,,
8.7.0,true,systemd,systemd.slice,keyword,extended,,,
8.7.0,true,systemd,systemd.transport,keyword,extended,,,
8.7.0,true,systemd,systemd.unit,keyword,extended,,,
8.7.0,true,systemd,systemd.user_slice,keyword,extended,,,
8.7.0,true,systemd,systemd.user_unit,keyword,extended,,,
8.7.0,true,threat,threat.enrichments,nested,extended,array,,List of objects containing indicators enriching the event.
8.7.0,true,threat,threat.enrichments.indicator,object,extended,,,Object containing indicators enriching the event.
8.7.0,true,threat,threat.enrichments.indicator.as.number,long,extended,,15169,Unique number allocated to the autonomous system.
8.7.0,true,threat,threat.enrichments.indicator.as.organization.name,keyword,extended,,Google LLC,Organization name.
8.7.0,true,threat,threat.enrichments.indicator.as.organization.name.text,match_only_text,extended,,Google LLC,Organization name.
8.7.0,true,threat,threat.enrichments.indicator.confidence,keyword,extended,,Medium,Indicator confidence rating
8.7.0,true,threat,threat.enrichments.indicator.description,keyword,extended,,IP x.x.x.x was observed delivering the Angler EK.,Indicator description
8.7.0,true,threat,threat.enrichments.indicator.email.address,keyword,extended,,phish@example.com,Indicator email address
8.7.0,true,threat,threat.enrichments.indicator.file.accessed,date,extended,,,Last time the file was accessed.
8.7.0,true,threat,threat.enrichments.indicator.file.attributes,keyword,extended,array,"[""readonly"", ""system""]",Array of file attributes.
8.7.0,true,threat,threat.enrichments.indicator.file.code_signature.digest_algorithm,keyword,extended,,sha256,Hashing algorithm used to sign the process.
8.7.0,true,threat,threat.enrichments.indicator.file.code_signature.exists,boolean,core,,true,Boolean to capture if a signature is present.
8.7.0,true,threat,threat.enrichments.indicator.file.code_signature.signing_id,keyword,extended,,com.apple.xpc.proxy,The identifier used to sign the process.
8.7.0,true,threat,threat.enrichments.indicator.file.code_signature.status,keyword,extended,,ERROR_UNTRUSTED_ROOT,Additional information about the certificate status.
8.7.0,true,threat,threat.enrichments.indicator.file.code_signature.subject_name,keyword,core,,Microsoft Corporation,Subject name of the code signer
8.7.0,true,threat,threat.enrichments.indicator.file.code_signature.team_id,keyword,extended,,EQHXZ8M8AV,The team identifier used to sign the process.
8.7.0,true,threat,threat.enrichments.indicator.file.code_signature.timestamp,date,extended,,2021-01-01T12:10:30Z,When the signature was generated and signed.
8.7.0,true,threat,threat.enrichments.indicator.file.code_signature.trusted,boolean,extended,,true,Stores the trust status of the certificate chain.
8.7.0,true,threat,threat.enrichments.indicator.file.code_signature.valid,boolean,extended,,true,Boolean to capture if the digital signature is verified against the binary content.
8.7.0,true,threat,threat.enrichments.indicator.file.created,date,extended,,,File creation time.
8.7.0,true,threat,threat.enrichments.indicator.file.ctime,date,extended,,,Last time the file attributes or metadata changed.
8.7.0,true,threat,threat.enrichments.indicator.file.device,keyword,extended,,sda,Device that is the source of the file.
8.7.0,true,threat,threat.enrichments.indicator.file.directory,keyword,extended,,/home/alice,Directory where the file is located.
8.7.0,true,threat,threat.enrichments.indicator.file.drive_letter,keyword,extended,,C,Drive letter where the file is located.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.architecture,keyword,extended,,x86-64,Machine architecture of the ELF file.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.byte_order,keyword,extended,,Little Endian,Byte sequence of ELF file.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.cpu_type,keyword,extended,,Intel,CPU type of the ELF file.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.creation_date,date,extended,,,Build or compile date.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.exports,flattened,extended,array,,List of exported element names and types.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.go_import_hash,keyword,extended,,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in an ELF file.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.go_imports,flattened,extended,,,List of imported Go language element names and types.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.go_imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of Go imports.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.go_imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of Go imports.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.go_stripped,boolean,extended,,,Whether the file is a stripped or obfuscated Go executable.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.header.abi_version,keyword,extended,,,Version of the ELF Application Binary Interface (ABI).
8.7.0,true,threat,threat.enrichments.indicator.file.elf.header.class,keyword,extended,,,Header class of the ELF file.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.header.data,keyword,extended,,,Data table of the ELF header.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.header.entrypoint,long,extended,,,Header entrypoint of the ELF file.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.header.object_version,keyword,extended,,,"""0x1"" for original ELF files."
8.7.0,true,threat,threat.enrichments.indicator.file.elf.header.os_abi,keyword,extended,,,Application Binary Interface (ABI) of the Linux OS.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.header.type,keyword,extended,,,Header type of the ELF file.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.header.version,keyword,extended,,,Version of the ELF header.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.import_hash,keyword,extended,,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in an ELF file.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.imports,flattened,extended,array,,List of imported element names and types.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of imported element names and types.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of imported element names and types.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.sections,nested,extended,array,,Section information of the ELF file.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.sections.chi2,long,extended,,,Chi-square probability distribution of the section.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.sections.entropy,long,extended,,,Shannon entropy calculation from the section.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.sections.flags,keyword,extended,,,ELF Section List flags.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.sections.name,keyword,extended,,,ELF Section List name.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.sections.physical_offset,keyword,extended,,,ELF Section List offset.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.sections.physical_size,long,extended,,,ELF Section List physical size.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.sections.type,keyword,extended,,,ELF Section List type.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.sections.var_entropy,long,extended,,,Variance for Shannon entropy calculation from the section.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.sections.virtual_address,long,extended,,,ELF Section List virtual address.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.sections.virtual_size,long,extended,,,ELF Section List virtual size.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.segments,nested,extended,array,,ELF object segment list.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.segments.sections,keyword,extended,,,ELF object segment sections.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.segments.type,keyword,extended,,,ELF object segment type.
8.7.0,true,threat,threat.enrichments.indicator.file.elf.shared_libraries,keyword,extended,array,,List of shared libraries used by this ELF object.
