ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description
8.7.0,true,process,process.parent.pe.product,keyword,extended,,Microsoft® Windows® Operating System,"Internal product name of the file, provided at compile-time."
8.7.0,true,process,process.parent.pe.sections,nested,extended,array,,Section information of the PE file.
8.7.0,true,process,process.parent.pe.sections.entropy,long,extended,,,Shannon entropy calculation from the section.
8.7.0,true,process,process.parent.pe.sections.name,keyword,extended,,,PE Section List name.
8.7.0,true,process,process.parent.pe.sections.physical_size,long,extended,,,PE Section List physical size.
8.7.0,true,process,process.parent.pe.sections.var_entropy,long,extended,,,Variance for Shannon entropy calculation from the section.
8.7.0,true,process,process.parent.pe.sections.virtual_size,long,extended,,,PE Section List virtual size. This is always the same as `physical_size`.
8.7.0,true,process,process.parent.pgid,long,extended,,,Deprecated identifier of the group of processes the process belongs to.
8.7.0,true,process,process.parent.pid,long,core,,4242,Process id.
8.7.0,true,process,process.parent.real_group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.7.0,true,process,process.parent.real_group.name,keyword,extended,,,Name of the group.
8.7.0,true,process,process.parent.real_user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.7.0,true,process,process.parent.real_user.name,keyword,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.parent.real_user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.parent.saved_group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.7.0,true,process,process.parent.saved_group.name,keyword,extended,,,Name of the group.
8.7.0,true,process,process.parent.saved_user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.7.0,true,process,process.parent.saved_user.name,keyword,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.parent.saved_user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.parent.start,date,extended,,2016-05-23T08:05:34.853Z,The time the process started.
8.7.0,true,process,process.parent.supplemental_groups.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.7.0,true,process,process.parent.supplemental_groups.name,keyword,extended,,,Name of the group.
8.7.0,true,process,process.parent.thread.id,long,extended,,4242,Thread ID.
8.7.0,true,process,process.parent.thread.name,keyword,extended,,thread-0,Thread name.
8.7.0,true,process,process.parent.title,keyword,extended,,,Process title.
8.7.0,true,process,process.parent.title.text,match_only_text,extended,,,Process title.
8.7.0,true,process,process.parent.tty,object,extended,,,Information about the controlling TTY device.
8.7.0,true,process,process.parent.tty.char_device.major,long,extended,,4,The TTY character device's major number.
8.7.0,true,process,process.parent.tty.char_device.minor,long,extended,,1,The TTY character device's minor number.
8.7.0,true,process,process.parent.uptime,long,extended,,1325,Seconds the process has been up.
8.7.0,true,process,process.parent.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.7.0,true,process,process.parent.user.name,keyword,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.parent.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.parent.working_directory,keyword,extended,,/home/alice,The working directory of the process.
8.7.0,true,process,process.parent.working_directory.text,match_only_text,extended,,/home/alice,The working directory of the process.
8.7.0,true,process,process.pe.architecture,keyword,extended,,x64,CPU architecture target for the file.
8.7.0,true,process,process.pe.company,keyword,extended,,Microsoft Corporation,"Internal company name of the file, provided at compile-time."
8.7.0,true,process,process.pe.description,keyword,extended,,Paint,"Internal description of the file, provided at compile-time."
8.7.0,true,process,process.pe.file_version,keyword,extended,,6.3.9600.17415,Process name.
8.7.0,true,process,process.pe.go_import_hash,keyword,extended,,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in a PE file.
8.7.0,true,process,process.pe.go_imports,flattened,extended,,,List of imported Go language element names and types.
8.7.0,true,process,process.pe.go_imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of Go imports.
8.7.0,true,process,process.pe.go_imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of Go imports.
8.7.0,true,process,process.pe.go_stripped,boolean,extended,,,Whether the file is a stripped or obfuscated Go executable.
8.7.0,true,process,process.pe.imphash,keyword,extended,,0c6803c4e922103c4dca5963aad36ddf,A hash of the imports in a PE file.
8.7.0,true,process,process.pe.import_hash,keyword,extended,,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in a PE file.
8.7.0,true,process,process.pe.imports,flattened,extended,array,,List of imported element names and types.
8.7.0,true,process,process.pe.imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of imported element names and types.
8.7.0,true,process,process.pe.imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of imported element names and types.
8.7.0,true,process,process.pe.original_file_name,keyword,extended,,MSPAINT.EXE,"Internal name of the file, provided at compile-time."
8.7.0,true,process,process.pe.pehash,keyword,extended,,73ff189b63cd6be375a7ff25179a38d347651975,A hash of the PE header and data from one or more PE sections.
8.7.0,true,process,process.pe.product,keyword,extended,,Microsoft® Windows® Operating System,"Internal product name of the file, provided at compile-time."
8.7.0,true,process,process.pe.sections,nested,extended,array,,Section information of the PE file.
8.7.0,true,process,process.pe.sections.entropy,long,extended,,,Shannon entropy calculation from the section.
8.7.0,true,process,process.pe.sections.name,keyword,extended,,,PE Section List name.
8.7.0,true,process,process.pe.sections.physical_size,long,extended,,,PE Section List physical size.
8.7.0,true,process,process.pe.sections.var_entropy,long,extended,,,Variance for Shannon entropy calculation from the section.
8.7.0,true,process,process.pe.sections.virtual_size,long,extended,,,PE Section List virtual size. This is always the same as `physical_size`.
8.7.0,true,process,process.pgid,long,extended,,,Deprecated identifier of the group of processes the process belongs to.
8.7.0,true,process,process.pid,long,core,,4242,Process id.
8.7.0,true,process,process.previous.args,keyword,extended,array,"[""/usr/bin/ssh"", ""-l"", ""user"", ""10.0.0.16""]",Array of process arguments.
8.7.0,true,process,process.previous.args_count,long,extended,,4,Length of the process.args array.
8.7.0,true,process,process.previous.executable,keyword,extended,,/usr/bin/ssh,Absolute path to the process executable.
8.7.0,true,process,process.previous.executable.text,match_only_text,extended,,/usr/bin/ssh,Absolute path to the process executable.
8.7.0,true,process,process.real_group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.7.0,true,process,process.real_group.name,keyword,extended,,,Name of the group.
8.7.0,true,process,process.real_user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.7.0,true,process,process.real_user.name,keyword,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.real_user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.saved_group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.7.0,true,process,process.saved_group.name,keyword,extended,,,Name of the group.
8.7.0,true,process,process.saved_user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.7.0,true,process,process.saved_user.name,keyword,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.saved_user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.session_leader.args,keyword,extended,array,"[""/usr/bin/ssh"", ""-l"", ""user"", ""10.0.0.16""]",Array of process arguments.
8.7.0,true,process,process.session_leader.args_count,long,extended,,4,Length of the process.args array.
8.7.0,true,process,process.session_leader.command_line,wildcard,extended,,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
8.7.0,true,process,process.session_leader.command_line.text,match_only_text,extended,,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
8.7.0,true,process,process.session_leader.entity_id,keyword,extended,,c2c455d9f99375d,Unique identifier for the process.
8.7.0,true,process,process.session_leader.executable,keyword,extended,,/usr/bin/ssh,Absolute path to the process executable.
8.7.0,true,process,process.session_leader.executable.text,match_only_text,extended,,/usr/bin/ssh,Absolute path to the process executable.
8.7.0,true,process,process.session_leader.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.7.0,true,process,process.session_leader.group.name,keyword,extended,,,Name of the group.
8.7.0,true,process,process.session_leader.interactive,boolean,extended,,True,Whether the process is connected to an interactive shell.
8.7.0,true,process,process.session_leader.name,keyword,extended,,ssh,Process name.
8.7.0,true,process,process.session_leader.name.text,match_only_text,extended,,ssh,Process name.
8.7.0,true,process,process.session_leader.parent.entity_id,keyword,extended,,c2c455d9f99375d,Unique identifier for the process.
8.7.0,true,process,process.session_leader.parent.pid,long,core,,4242,Process id.
8.7.0,true,process,process.session_leader.parent.session_leader.entity_id,keyword,extended,,c2c455d9f99375d,Unique identifier for the process.
8.7.0,true,process,process.session_leader.parent.session_leader.pid,long,core,,4242,Process id.
8.7.0,true,process,process.session_leader.parent.session_leader.start,date,extended,,2016-05-23T08:05:34.853Z,The time the process started.
8.7.0,true,process,process.session_leader.parent.start,date,extended,,2016-05-23T08:05:34.853Z,The time the process started.
8.7.0,true,process,process.session_leader.pid,long,core,,4242,Process id.
8.7.0,true,process,process.session_leader.real_group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.7.0,true,process,process.session_leader.real_group.name,keyword,extended,,,Name of the group.
8.7.0,true,process,process.session_leader.real_user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.7.0,true,process,process.session_leader.real_user.name,keyword,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.session_leader.real_user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.session_leader.same_as_process,boolean,extended,,True,This boolean is used to identify if a leader process is the same as the top level process.
8.7.0,true,process,process.session_leader.saved_group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.7.0,true,process,process.session_leader.saved_group.name,keyword,extended,,,Name of the group.
8.7.0,true,process,process.session_leader.saved_user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.7.0,true,process,process.session_leader.saved_user.name,keyword,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.session_leader.saved_user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.session_leader.start,date,extended,,2016-05-23T08:05:34.853Z,The time the process started.
8.7.0,true,process,process.session_leader.supplemental_groups.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.7.0,true,process,process.session_leader.supplemental_groups.name,keyword,extended,,,Name of the group.
8.7.0,true,process,process.session_leader.tty,object,extended,,,Information about the controlling TTY device.
8.7.0,true,process,process.session_leader.tty.char_device.major,long,extended,,4,The TTY character device's major number.
8.7.0,true,process,process.session_leader.tty.char_device.minor,long,extended,,1,The TTY character device's minor number.
8.7.0,true,process,process.session_leader.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.7.0,true,process,process.session_leader.user.name,keyword,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.session_leader.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.session_leader.working_directory,keyword,extended,,/home/alice,The working directory of the process.
8.7.0,true,process,process.session_leader.working_directory.text,match_only_text,extended,,/home/alice,The working directory of the process.
8.7.0,true,process,process.start,date,extended,,2016-05-23T08:05:34.853Z,The time the process started.
8.7.0,true,process,process.supplemental_groups.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.7.0,true,process,process.supplemental_groups.name,keyword,extended,,,Name of the group.
8.7.0,true,process,process.thread.id,long,extended,,4242,Thread ID.
8.7.0,true,process,process.thread.name,keyword,extended,,thread-0,Thread name.
8.7.0,true,process,process.title,keyword,extended,,,Process title.
8.7.0,true,process,process.title.text,match_only_text,extended,,,Process title.
8.7.0,true,process,process.tty,object,extended,,,Information about the controlling TTY device.
8.7.0,true,process,process.tty.char_device.major,long,extended,,4,The TTY character device's major number.
8.7.0,true,process,process.tty.char_device.minor,long,extended,,1,The TTY character device's minor number.
8.7.0,true,process,process.tty.columns,long,extended,,80,The number of character columns per line. e.g terminal width
8.7.0,true,process,process.tty.rows,long,extended,,24,The number of character rows in the terminal. e.g terminal height
8.7.0,true,process,process.uptime,long,extended,,1325,Seconds the process has been up.
8.7.0,true,process,process.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.7.0,true,process,process.user.name,keyword,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.7.0,true,process,process.working_directory,keyword,extended,,/home/alice,The working directory of the process.
8.7.0,true,process,process.working_directory.text,match_only_text,extended,,/home/alice,The working directory of the process.
8.7.0,true,redcap,redcap.action,keyword,extended,,,action
8.7.0,true,redcap,redcap.log_view_id,unsigned_long,extended,,,log_view_id
8.7.0,true,redcap,redcap.miscellaneous,text,extended,,,extra information for the log entry
8.7.0,true,redcap,redcap.page,keyword,extended,,,redcat webpage
8.7.0,true,redcap,redcap.project_id,unsigned_long,extended,,,project id
8.7.0,true,redcap,redcap.session_id,keyword,extended,,,session id
8.7.0,true,redcap,redcap.user,keyword,extended,,,user
8.7.0,true,registry,registry.data.bytes,keyword,extended,,ZQBuAC0AVQBTAAAAZQBuAAAAAAA=,Original bytes written with base64 encoding.
8.7.0,true,registry,registry.data.strings,wildcard,core,array,"[""C:\rta\red_ttp\bin\myapp.exe""]",List of strings representing what was written to the registry.
8.7.0,true,registry,registry.data.type,keyword,core,,REG_SZ,Standard registry type for encoding contents
8.7.0,true,registry,registry.hive,keyword,core,,HKLM,Abbreviated name for the hive.
8.7.0,true,registry,registry.key,keyword,core,,SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\winword.exe,Hive-relative path of keys.
8.7.0,true,registry,registry.path,keyword,core,,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\winword.exe\Debugger,"Full path, including hive, key and value"
8.7.0,true,registry,registry.value,keyword,core,,Debugger,Name of the value written.
8.7.0,true,related,related.email,keyword,extended,array,,All the email identifiers seen on your event.
8.7.0,true,related,related.email.text,text,extended,,,All the email identifiers seen on your event.
8.7.0,true,related,related.hash,keyword,extended,array,,All the hashes seen on your event.
8.7.0,true,related,related.hosts,keyword,extended,"array, array",,All the host identifiers seen on your event.
8.7.0,true,related,related.hosts.text,text,extended,,,All the host identifiers seen on your event.
8.7.0,true,related,related.ip,ip,extended,array,,All of the IPs seen on your event.
8.7.0,true,related,related.pl,integer,extended,array,,All the PL levels seen in your event
8.7.0,true,related,related.port,long,extended,array,,All the network ports seen in your event
8.7.0,true,related,related.user,keyword,extended,array,,All the user names or other user identifiers seen on the event.
8.7.0,true,rule,rule.author,keyword,extended,array,"[""Star-Lord""]",Rule author
8.7.0,true,rule,rule.category,keyword,extended,,Attempted Information Leak,Rule category
8.7.0,true,rule,rule.description,keyword,extended,,Block requests to public DNS over HTTPS / TLS protocols,Rule description
8.7.0,true,rule,rule.id,keyword,extended,,101,Rule ID
8.7.0,true,rule,rule.license,keyword,extended,,Apache 2.0,Rule license
8.7.0,true,rule,rule.name,keyword,extended,,BLOCK_DNS_over_TLS,Rule name
8.7.0,true,rule,rule.reference,keyword,extended,,https://en.wikipedia.org/wiki/DNS_over_TLS,Rule reference URL
8.7.0,true,rule,rule.ruleset,keyword,extended,,Standard_Protocol_Filters,Rule ruleset
8.7.0,true,rule,rule.uuid,keyword,extended,,1100110011,Rule UUID
8.7.0,true,rule,rule.version,keyword,extended,,1.1,Rule version
8.7.0,true,server,server.address,keyword,extended,,,Server network address.
8.7.0,true,server,server.as.number,long,extended,,15169,Unique number allocated to the autonomous system.
8.7.0,true,server,server.as.organization.name,keyword,extended,,Google LLC,Organization name.
8.7.0,true,server,server.as.organization.name.text,match_only_text,extended,,Google LLC,Organization name.
8.7.0,true,server,server.bytes,long,core,,184,Bytes sent from the server to the client.
8.7.0,true,server,server.domain,keyword,core,,foo.example.com,The domain name of the server.
8.7.0,true,server,server.geo.city_name,keyword,core,,Montreal,City name.
8.7.0,true,server,server.geo.continent_code,keyword,core,,NA,Continent code.
8.7.0,true,server,server.geo.continent_name,keyword,core,,North America,Name of the continent.
8.7.0,true,server,server.geo.country_iso_code,keyword,core,,CA,Country ISO code.
8.7.0,true,server,server.geo.country_name,keyword,core,,Canada,Country name.
8.7.0,true,server,server.geo.location,geo_point,core,,"{ ""lon"": -73.614830, ""lat"": 45.505918 }",Longitude and latitude.
8.7.0,true,server,server.geo.name,keyword,extended,,boston-dc,User-defined description of a location.
8.7.0,true,server,server.geo.postal_code,keyword,core,,94040,Postal code.
8.7.0,true,server,server.geo.region_iso_code,keyword,core,,CA-QC,Region ISO code.
8.7.0,true,server,server.geo.region_name,keyword,core,,Quebec,Region name.
8.7.0,true,server,server.geo.timezone,keyword,core,,America/Argentina/Buenos_Aires,Time zone.
8.7.0,true,server,server.ip,ip,core,,,IP address of the server.
8.7.0,true,server,server.mac,keyword,core,,00-00-5E-00-53-23,MAC address of the server.
8.7.0,true,server,server.nat.ip,ip,extended,,,Server NAT ip
8.7.0,true,server,server.nat.port,long,extended,,,Server NAT port
8.7.0,true,server,server.packets,long,core,,12,Packets sent from the server to the client.
8.7.0,true,server,server.port,long,core,,,Port of the server.
8.7.0,true,server,server.registered_domain,keyword,extended,,example.com,"The highest registered server domain, stripped of the subdomain."
8.7.0,true,server,server.subdomain,keyword,extended,,east,The subdomain of the domain.
8.7.0,true,server,server.top_level_domain,keyword,extended,,co.uk,"The effective top level domain (com, org, net, co.uk)."
8.7.0,true,server,server.user.domain,keyword,extended,,,Name of the directory the user is a member of.
8.7.0,true,server,server.user.email,keyword,extended,,,User email address.
8.7.0,true,server,server.user.full_name,keyword,extended,,Albert Einstein,"User's full name, if available."
8.7.0,true,server,server.user.full_name.text,match_only_text,extended,,Albert Einstein,"User's full name, if available."
8.7.0,true,server,server.user.group.domain,keyword,extended,,,Name of the directory the group is a member of.
8.7.0,true,server,server.user.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.7.0,true,server,server.user.group.name,keyword,extended,,,Name of the group.
8.7.0,true,server,server.user.hash,keyword,extended,,,Unique user hash to correlate information for a user in anonymized form.
8.7.0,true,server,server.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.7.0,true,server,server.user.name,keyword,core,,a.einstein,Short name or login of the user.
8.7.0,true,server,server.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.7.0,true,server,server.user.roles,keyword,extended,array,"[""kibana_admin"", ""reporting_user""]",Array of user roles at the time of the event.
8.7.0,true,service,service.address,keyword,extended,,172.26.0.2:5432,Address of this service.
8.7.0,true,service,service.environment,keyword,extended,,production,Environment of the service.
8.7.0,true,service,service.ephemeral_id,keyword,extended,,8a4f500f,Ephemeral identifier of this service.
8.7.0,true,service,service.id,keyword,core,,d37e5ebfe0ae6c4972dbe9f0174a1637bb8247f6,Unique identifier of the running service.
8.7.0,true,service,service.name,keyword,core,,elasticsearch-metrics,Name of the service.
8.7.0,true,service,service.node.name,keyword,extended,,instance-0000000016,Name of the service node.
8.7.0,true,service,service.node.role,keyword,extended,,background_tasks,Deprecated role (singular) of the service node.
8.7.0,true,service,service.node.roles,keyword,extended,array,"[""ui"", ""background_tasks""]",Roles of the service node.
8.7.0,true,service,service.origin.address,keyword,extended,,172.26.0.2:5432,Address of this service.
8.7.0,true,service,service.origin.environment,keyword,extended,,production,Environment of the service.
8.7.0,true,service,service.origin.ephemeral_id,keyword,extended,,8a4f500f,Ephemeral identifier of this service.
8.7.0,true,service,service.origin.id,keyword,core,,d37e5ebfe0ae6c4972dbe9f0174a1637bb8247f6,Unique identifier of the running service.
8.7.0,true,service,service.origin.name,keyword,core,,elasticsearch-metrics,Name of the service.
8.7.0,true,service,service.origin.node.name,keyword,extended,,instance-0000000016,Name of the service node.
8.7.0,true,service,service.origin.node.role,keyword,extended,,background_tasks,Deprecated role (singular) of the service node.
8.7.0,true,service,service.origin.node.roles,keyword,extended,array,"[""ui"", ""background_tasks""]",Roles of the service node.
8.7.0,true,service,service.origin.state,keyword,core,,,Current state of the service.
8.7.0,true,service,service.origin.type,keyword,core,,elasticsearch,The type of the service.
8.7.0,true,service,service.origin.version,keyword,core,,3.2.4,Version of the service.
8.7.0,true,service,service.state,keyword,core,,,Current state of the service.
8.7.0,true,service,service.target.address,keyword,extended,,172.26.0.2:5432,Address of this service.
8.7.0,true,service,service.target.environment,keyword,extended,,production,Environment of the service.
8.7.0,true,service,service.target.ephemeral_id,keyword,extended,,8a4f500f,Ephemeral identifier of this service.
8.7.0,true,service,service.target.id,keyword,core,,d37e5ebfe0ae6c4972dbe9f0174a1637bb8247f6,Unique identifier of the running service.
8.7.0,true,service,service.target.name,keyword,core,,elasticsearch-metrics,Name of the service.
8.7.0,true,service,service.target.node.name,keyword,extended,,instance-0000000016,Name of the service node.
8.7.0,true,service,service.target.node.role,keyword,extended,,background_tasks,Deprecated role (singular) of the service node.
8.7.0,true,service,service.target.node.roles,keyword,extended,array,"[""ui"", ""background_tasks""]",Roles of the service node.
8.7.0,true,service,service.target.state,keyword,core,,,Current state of the service.
8.7.0,true,service,service.target.type,keyword,core,,elasticsearch,The type of the service.
8.7.0,true,service,service.target.version,keyword,core,,3.2.4,Version of the service.
8.7.0,true,service,service.type,keyword,core,,elasticsearch,The type of the service.
8.7.0,true,service,service.version,keyword,core,,3.2.4,Version of the service.
8.7.0,true,shibboleth,shibboleth.asserting.id,keyword,extended,,,The asserting ID
8.7.0,true,shibboleth,shibboleth.asserting.party,keyword,extended,,,The asserting party
8.7.0,true,shibboleth,shibboleth.attributes,keyword,extended,,,attributes
8.7.0,true,shibboleth,shibboleth.authentication,keyword,extended,,,authentication
8.7.0,true,shibboleth,shibboleth.binding.id,keyword,extended,,,response binding
8.7.0,true,shibboleth,shibboleth.profile,keyword,extended,,,profile
8.7.0,true,shibboleth,shibboleth.relying.party,keyword,extended,,,relying party
8.7.0,true,shibboleth,shibboleth.request.binding,keyword,extended,,,request binding
8.7.0,true,shibboleth,shibboleth.request.id,keyword,extended,,,request id
8.7.0,true,shibboleth,shibboleth.response.binding,keyword,extended,,,response binding
8.7.0,true,source,source.address,keyword,extended,,,Source network address.
8.7.0,true,source,source.as.number,long,extended,,15169,Unique number allocated to the autonomous system.
8.7.0,true,source,source.as.organization.name,keyword,extended,,Google LLC,Organization name.
8.7.0,true,source,source.as.organization.name.text,match_only_text,extended,,Google LLC,Organization name.
8.7.0,true,source,source.bytes,long,core,,184,Bytes sent from the source to the destination.
8.7.0,true,source,source.domain,keyword,core,,foo.example.com,The domain name of the source.
8.7.0,true,source,source.domain.text,text,core,,foo.example.com,The domain name of the source.
8.7.0,true,source,source.geo.city_name,keyword,core,,Montreal,City name.
8.7.0,true,source,source.geo.continent_code,keyword,core,,NA,Continent code.
8.7.0,true,source,source.geo.continent_name,keyword,core,,North America,Name of the continent.
8.7.0,true,source,source.geo.country_iso_code,keyword,core,,CA,Country ISO code.
8.7.0,true,source,source.geo.country_name,keyword,core,,Canada,Country name.
8.7.0,true,source,source.geo.location,geo_point,core,,"{ ""lon"": -73.614830, ""lat"": 45.505918 }",Longitude and latitude.
8.7.0,true,source,source.geo.name,keyword,extended,,boston-dc,User-defined description of a location.
8.7.0,true,source,source.geo.postal_code,keyword,core,,94040,Postal code.
8.7.0,true,source,source.geo.region_iso_code,keyword,core,,CA-QC,Region ISO code.
8.7.0,true,source,source.geo.region_name,keyword,core,,Quebec,Region name.
8.7.0,true,source,source.geo.timezone,keyword,core,,America/Argentina/Buenos_Aires,Time zone.
8.7.0,true,source,source.ip,ip,core,,,IP address of the source.
8.7.0,true,source,source.mac,keyword,core,,00-00-5E-00-53-23,MAC address of the source.
8.7.0,true,source,source.nat.ip,ip,extended,,,Source NAT ip
8.7.0,true,source,source.nat.port,long,extended,,,Source NAT port
8.7.0,true,source,source.packets,long,core,,12,Packets sent from the source to the destination.
8.7.0,true,source,source.port,long,core,,,Port of the source.
8.7.0,true,source,source.registered_domain,keyword,extended,,example.com,"The highest registered source domain, stripped of the subdomain."
8.7.0,true,source,source.subdomain,keyword,extended,,east,The subdomain of the domain.
8.7.0,true,source,source.top_level_domain,keyword,extended,,co.uk,"The effective top level domain (com, org, net, co.uk)."
8.7.0,true,source,source.user.domain,keyword,extended,,,Name of the directory the user is a member of.
8.7.0,true,source,source.user.email,keyword,extended,,,User email address.
8.7.0,true,source,source.user.full_name,keyword,extended,,Albert Einstein,"User's full name, if available."
8.7.0,true,source,source.user.full_name.text,match_only_text,extended,,Albert Einstein,"User's full name, if available."
8.7.0,true,source,source.user.group.domain,keyword,extended,,,Name of the directory the group is a member of.
8.7.0,true,source,source.user.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.7.0,true,source,source.user.group.name,keyword,extended,,,Name of the group.
8.7.0,true,source,source.user.hash,keyword,extended,,,Unique user hash to correlate information for a user in anonymized form.
8.7.0,true,source,source.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.7.0,true,source,source.user.name,keyword,core,,a.einstein,Short name or login of the user.
8.7.0,true,source,source.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.7.0,true,source,source.user.roles,keyword,extended,array,"[""kibana_admin"", ""reporting_user""]",Array of user roles at the time of the event.
8.7.0,true,span,span.id,keyword,extended,,3ff9a8981b7ccd5a,Unique identifier of the span within the scope of its trace.
8.7.0,true,suricata,suricata.eve.alert.affected_product,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.alert.attack_target,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.alert.category,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.alert.created_at,date,extended,,,
8.7.0,true,suricata,suricata.eve.alert.cve,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.alert.deployment,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.alert.former_category,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.alert.gid,long,extended,,,
8.7.0,true,suricata,suricata.eve.alert.impact_flag,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.alert.malware_family,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.alert.performance_impact,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.alert.policy,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.alert.rev,long,extended,,,
8.7.0,true,suricata,suricata.eve.alert.service,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.alert.signature,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.alert.signature_id,long,extended,,,
8.7.0,true,suricata,suricata.eve.alert.signature_severity,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.alert.tag,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.alert.updated_at,date,extended,,,
8.7.0,true,suricata,suricata.eve.app_proto_tc,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.app_proto_ts,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.content_range.raw,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.content_range.size,long,extended,,,
8.7.0,true,suricata,suricata.eve.dns.query.id,long,extended,,,
8.7.0,true,suricata,suricata.eve.dns.query.rrname,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.dns.query.rrtype,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.dns.query.tx_id,long,extended,,,
8.7.0,true,suricata,suricata.eve.dns.query.type,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.email.from,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.email.status,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.email.to,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.event_type,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.flow_id,keyword,extended,,,
8.7.0,true,suricata,suricata.eve.flowbits,keyword,extended,,,
